t_id,c_id,Bank,Card_Type,Transaction_Time,Transaction_Amount_INR,Merchant_Category,Transaction_City,Device_Type,Is_International,Is_Fraud
T21212,C1425,Axis,MasterCard,22-12-2025 00:28,19553.5,Online Shopping,Chandigarh,Desktop,0,0
T21213,C1341,SBI,Visa,24-09-2025 21:10,7731.73,Electronics,Patna,Desktop,0,0
T21214,C1391,Kotak,Visa,09-04-2025 04:54,45168.36,Entertainment,Chandigarh,ATM,0,0
T21215,C1360,Kotak,Visa,18-06-2026 00:55,48891.39,Grocery,Hyderabad,Mobile,0,0
T21216,C1482,Axis,RuPay,25-08-2025 17:57,30108.15,Food Delivery,Jaipur,ATM,0,0
T21217,C1356,Bank of Baroda,RuPay,23-05-2025 22:38,29300.84,Entertainment,Mumbai,ATM,0,0
T21218,C1208,PNB,Visa,07-01-2025 09:12,48428.78,Online Shopping,Visakhapatnam,POS,0,0
T21219,C1425,ICICI,MasterCard,07-01-2025 23:59,20637.65,Travel,Hyderabad,Desktop,0,0
T21220,C1155,Kotak,MasterCard,23-05-2025 02:18,5378.39,Entertainment,Jaipur,POS,0,0
T21221,C1162,PNB,RuPay,26-11-2025 09:07,3230.98,Entertainment,Lucknow,POS,0,0
T21222,C1053,ICICI,Visa,01-08-2025 02:05,21244.68,Clothing,Mumbai,Desktop,0,0
T21223,C1082,Bank of Baroda,MasterCard,17-02-2025 17:07,46287.37,Ride Sharing,Jaipur,Mobile,0,0
T21224,C1299,PNB,RuPay,05-03-2025 21:08,141696.11,Entertainment,Singapore,ATM,1,1
T21225,C1273,PNB,MasterCard,17-10-2025 14:07,44596.1,Clothing,Lucknow,ATM,0,0
T21226,C1371,Axis,RuPay,20-10-2025 17:23,4195.54,Pharmacy,Pune,POS,0,0
T21227,C1059,Canara Bank,RuPay,26-07-2025 19:52,28930.5,Travel,Bangalore,POS,0,0
T21228,C1475,PNB,MasterCard,16-04-2026 17:33,24194.3,Online Shopping,Ahmedabad,ATM,0,0
T21229,C1250,HDFC,MasterCard,10-06-2026 07:38,36403.74,Entertainment,Pune,POS,0,0
T21230,C1096,Bank of Baroda,RuPay,22-05-2026 09:19,26236.62,Pharmacy,Lucknow,Desktop,0,0
T21231,C1496,Axis,MasterCard,28-12-2025 05:31,14248.54,Clothing,Jaipur,Mobile,0,0
T21232,C1351,Canara Bank,MasterCard,08-02-2026 17:08,5920.77,Online Shopping,Delhi,Mobile,0,0
T21233,C1045,Canara Bank,RuPay,21-03-2026 15:07,10326.3,Electronics,Patna,Desktop,0,0
T21234,C1436,SBI,Visa,23-11-2025 03:10,2657.09,Travel,Visakhapatnam,ATM,0,0
T21235,C1379,HDFC,RuPay,26-04-2025 18:05,42753.53,Travel,Delhi,Mobile,0,0
T21236,C1195,Axis,Visa,25-02-2025 09:56,45967.91,Electronics,Patna,POS,0,0
T21237,C1006,Kotak,MasterCard,08-05-2025 00:00,22794.58,Electronics,Patna,Mobile,0,0
T21238,C1237,ICICI,Visa,04-01-2025 09:56,42336,Ride Sharing,Chennai,Desktop,0,0
T21239,C1071,Canara Bank,Visa,30-03-2026 14:59,46235.31,ATM Withdrawal,Delhi,Mobile,0,0
T21240,C1067,Bank of Baroda,Visa,29-08-2025 19:14,1706.28,Fuel,Indore,Mobile,0,0
T21241,C1475,ICICI,MasterCard,23-01-2025 20:23,10247.32,Travel,Jaipur,Desktop,0,0
T21242,C1053,PNB,MasterCard,24-04-2026 22:28,34564.12,Fuel,Ahmedabad,POS,0,0
T21243,C1351,ICICI,RuPay,03-11-2025 08:55,136906.66,Grocery,International,Desktop,1,1
T21244,C1144,HDFC,MasterCard,22-09-2025 23:27,5949.55,Entertainment,Indore,Mobile,0,0
T21245,C1099,HDFC,MasterCard,15-06-2026 03:31,109450.2,Electronics,Unknown,Desktop,0,1
T21246,C1108,Bank of Baroda,Visa,01-02-2026 05:39,15768.05,Restaurant,Bangalore,ATM,0,0
T21247,C1011,Kotak,RuPay,19-03-2026 01:58,44601.36,Grocery,Bhubaneswar,POS,0,0
T21248,C1341,HDFC,MasterCard,01-04-2026 11:04,6298.57,Restaurant,Jaipur,Mobile,0,0
T21249,C1233,SBI,MasterCard,11-08-2025 20:45,20423.67,Ride Sharing,Jaipur,ATM,0,0
T21250,C1279,SBI,Visa,19-02-2026 09:42,44187.35,Grocery,Lucknow,ATM,0,0
T21251,C1198,SBI,MasterCard,27-03-2025 02:57,32177.76,Ride Sharing,Chennai,Mobile,0,0
T21252,C1474,HDFC,RuPay,22-11-2025 05:29,26826.92,Grocery,Visakhapatnam,Mobile,0,0
T21253,C1351,HDFC,Visa,07-06-2026 14:59,9859.13,Restaurant,Bhubaneswar,Desktop,0,0
T21254,C1190,Bank of Baroda,RuPay,11-12-2025 12:49,34818.8,Restaurant,Indore,Desktop,0,0
T21255,C1281,Canara Bank,RuPay,26-02-2025 01:28,32847.82,Electronics,Hyderabad,Desktop,0,0
T21256,C1054,ICICI,RuPay,14-06-2026 03:15,10691.57,Entertainment,Mumbai,POS,0,0
T21257,C1094,Canara Bank,MasterCard,25-05-2025 20:03,27482.3,ATM Withdrawal,Visakhapatnam,POS,0,0
T21258,C1001,HDFC,RuPay,01-09-2025 07:16,82149.35,Pharmacy,Singapore,Desktop,1,1
T21259,C1456,Bank of Baroda,MasterCard,21-10-2025 07:18,24671.45,Travel,Surat,Desktop,0,0
T21260,C1385,Axis,MasterCard,14-04-2025 10:09,13006.42,Ride Sharing,Delhi,Mobile,0,0
T21261,C1200,SBI,RuPay,06-03-2026 14:50,35076.79,Grocery,Chennai,Desktop,0,0
T21262,C1060,SBI,MasterCard,24-10-2025 03:21,27777.79,Electronics,Hyderabad,Desktop,0,0
T21263,C1092,Canara Bank,MasterCard,01-11-2025 05:14,39124.69,Restaurant,Patna,POS,0,0
T21264,C1062,HDFC,RuPay,12-09-2025 01:32,18419.13,Online Shopping,Kolkata,Desktop,0,0
T21265,C1391,ICICI,RuPay,03-11-2025 13:55,20818.79,ATM Withdrawal,Surat,Mobile,0,0
T21266,C1462,PNB,RuPay,28-06-2025 00:43,40347.52,ATM Withdrawal,Chennai,Mobile,0,0
T21267,C1134,Bank of Baroda,Visa,20-06-2026 23:35,13000.23,Restaurant,Bhubaneswar,POS,0,0
T21268,C1090,Kotak,Visa,04-11-2025 15:32,42909.72,Grocery,Visakhapatnam,ATM,0,0
T21269,C1396,ICICI,RuPay,16-10-2025 03:40,23703.38,Clothing,Delhi,POS,0,0
T21270,C1446,HDFC,RuPay,20-03-2025 14:41,18909.27,Travel,Chennai,ATM,0,0
T21271,C1168,Kotak,Visa,14-09-2025 15:54,38143.03,Fuel,Nagpur,Mobile,0,0
T21272,C1207,Canara Bank,MasterCard,08-03-2026 19:46,20378.84,Electronics,Kolkata,Mobile,0,0
T21273,C1416,HDFC,MasterCard,14-01-2025 16:32,47065.16,Electronics,Patna,POS,0,0
T21274,C1027,ICICI,Visa,09-01-2025 22:11,21458.23,ATM Withdrawal,Ahmedabad,Desktop,0,0
T21275,C1301,ICICI,MasterCard,05-06-2025 21:19,23395.54,Food Delivery,Jaipur,Desktop,0,0
T21276,C1134,ICICI,Visa,15-11-2025 14:10,35621.69,Restaurant,Visakhapatnam,Desktop,0,0
T21277,C1286,SBI,MasterCard,20-02-2026 05:45,11623.64,Electronics,Mumbai,POS,0,0
T21278,C1048,Axis,MasterCard,29-05-2026 07:51,3322.42,Food Delivery,Chennai,POS,0,0
T21279,C1037,PNB,MasterCard,28-06-2026 02:23,40242.96,Pharmacy,Patna,Desktop,0,0
T21280,C1175,Canara Bank,RuPay,16-02-2026 10:12,45668.61,Pharmacy,Ahmedabad,Mobile,0,0
T21281,C1252,ICICI,MasterCard,11-04-2026 18:23,23782.03,Fuel,Patna,ATM,0,0
T21282,C1033,PNB,Visa,03-06-2026 16:34,45646.04,Fuel,Nagpur,ATM,0,0
T21283,C1235,Kotak,RuPay,23-12-2025 02:24,49490.9,Entertainment,Singapore,Mobile,1,1
T21284,C1020,ICICI,Visa,12-08-2025 02:43,28399.23,Electronics,Chandigarh,Desktop,0,0
T21285,C1225,ICICI,MasterCard,13-01-2026 06:20,37336.33,Food Delivery,Chandigarh,Mobile,0,0
T21286,C1144,SBI,MasterCard,10-01-2025 07:11,5361.95,Ride Sharing,Indore,ATM,0,0
T21287,C1418,Kotak,RuPay,08-09-2025 17:49,5182.86,Clothing,Bangalore,Mobile,0,0
T21288,C1245,Kotak,Visa,20-11-2025 22:57,44357.77,Travel,Chandigarh,Desktop,0,0
T21289,C1327,HDFC,Visa,09-06-2025 15:37,21742.34,Food Delivery,Lucknow,POS,0,0
T21290,C1166,Kotak,Visa,15-05-2026 04:54,10580.02,Entertainment,Bangalore,Desktop,0,0
T21291,C1473,Canara Bank,MasterCard,09-09-2025 18:17,19576.33,Restaurant,Indore,ATM,0,0
T21292,C1345,ICICI,MasterCard,02-01-2026 13:58,26165.67,Entertainment,Bhubaneswar,ATM,0,0
T21293,C1193,PNB,Visa,16-07-2025 09:07,25469.5,Entertainment,Bhubaneswar,Mobile,0,0
T21294,C1316,ICICI,Visa,20-05-2026 23:45,41222.19,Electronics,Ahmedabad,Mobile,0,0
T21295,C1164,PNB,RuPay,10-08-2025 07:02,38162.42,Food Delivery,Indore,Mobile,0,0
T21296,C1463,Bank of Baroda,RuPay,22-05-2026 21:47,19264.45,Food Delivery,Mumbai,ATM,0,0
T21297,C1105,PNB,RuPay,12-03-2026 20:50,14969.17,Food Delivery,Visakhapatnam,ATM,0,0
T21298,C1128,Bank of Baroda,RuPay,05-11-2025 11:30,1114.01,ATM Withdrawal,Chennai,Desktop,0,0
T21299,C1006,Canara Bank,MasterCard,04-08-2025 22:26,20561.82,Pharmacy,Chandigarh,ATM,0,0
T21300,C1245,SBI,MasterCard,01-08-2025 19:43,46391.85,Clothing,Kolkata,ATM,0,0
T21301,C1327,Axis,MasterCard,13-02-2025 01:29,11153.93,Electronics,Visakhapatnam,Desktop,0,0
T21302,C1426,SBI,RuPay,26-06-2026 11:21,21800.54,Fuel,Bangalore,Desktop,0,0
T21303,C1012,SBI,MasterCard,27-06-2026 08:47,40700.56,Food Delivery,Nagpur,ATM,0,0
T21304,C1253,Canara Bank,RuPay,19-03-2025 23:14,26704.36,Restaurant,Delhi,Mobile,0,0
T21305,C1392,Canara Bank,Visa,07-12-2025 11:23,568.61,Entertainment,Kolkata,ATM,0,0
T21306,C1450,SBI,RuPay,13-05-2026 13:22,111524.86,Fuel,Unknown,Mobile,0,1
T21307,C1094,Bank of Baroda,Visa,03-01-2026 00:00,37410.89,Ride Sharing,Mumbai,Mobile,0,0
T21308,C1224,HDFC,MasterCard,24-05-2026 11:11,20470.77,Electronics,Ahmedabad,POS,0,0
T21309,C1074,Kotak,Visa,17-06-2026 22:42,16642.63,ATM Withdrawal,Bhubaneswar,ATM,0,0
T21310,C1370,HDFC,Visa,25-06-2025 05:38,22024.22,Travel,Pune,Mobile,0,0
T21311,C1219,SBI,MasterCard,30-03-2025 22:35,7042.62,Food Delivery,Delhi,POS,0,0
T21312,C1384,HDFC,MasterCard,31-07-2025 17:50,22701.49,Clothing,Mumbai,ATM,0,0
T21313,C1367,Kotak,RuPay,02-02-2025 17:01,39223,Online Shopping,Chennai,POS,0,0
T21314,C1481,Kotak,MasterCard,17-04-2026 10:26,8729.65,Online Shopping,Nagpur,POS,0,0
T21315,C1157,Kotak,RuPay,01-06-2025 11:20,21032.46,Online Shopping,Lucknow,Desktop,0,0
T21316,C1190,Kotak,Visa,08-12-2025 23:33,16146.14,Pharmacy,Ahmedabad,Mobile,0,0
T21317,C1414,Axis,RuPay,02-05-2026 03:28,26209.33,Fuel,Surat,ATM,0,0
T21318,C1177,PNB,Visa,24-06-2025 03:47,46303.89,Entertainment,Delhi,ATM,0,0
T21319,C1079,Bank of Baroda,RuPay,16-04-2026 04:28,30258,Pharmacy,Bangalore,POS,0,0
T21320,C1267,SBI,RuPay,05-08-2025 04:17,49053.21,Ride Sharing,Surat,Desktop,0,0
T21321,C1285,Bank of Baroda,RuPay,08-04-2025 04:24,21101.03,Ride Sharing,Bhubaneswar,ATM,0,0
T21322,C1362,SBI,MasterCard,21-05-2025 08:20,15812.71,Pharmacy,Chennai,ATM,0,0
T21323,C1367,SBI,RuPay,26-05-2025 00:23,3370.98,Pharmacy,Kolkata,ATM,0,0
T21324,C1222,PNB,Visa,19-08-2025 12:23,20433.43,Pharmacy,Pune,Mobile,0,0
T21325,C1252,Axis,MasterCard,30-06-2026 06:56,25702.21,Pharmacy,Bhubaneswar,Mobile,0,0
T21326,C1336,Kotak,MasterCard,13-06-2026 09:40,38101.56,ATM Withdrawal,Ahmedabad,Mobile,0,0
T21327,C1157,ICICI,RuPay,17-01-2025 09:01,26202.62,Entertainment,Ahmedabad,POS,0,0
T21328,C1178,Bank of Baroda,Visa,27-10-2025 08:31,8832.27,Fuel,Delhi,Desktop,0,0
T21329,C1331,Kotak,Visa,17-05-2026 10:47,7332.77,Food Delivery,Hyderabad,POS,0,0
T21330,C1472,Canara Bank,Visa,11-04-2025 23:47,48595.36,Travel,Kolkata,POS,0,0
T21331,C1284,Axis,RuPay,24-03-2026 11:56,5240.94,Clothing,Chandigarh,ATM,0,0
T21332,C1097,Axis,Visa,19-03-2025 20:52,49675.1,Pharmacy,Ahmedabad,ATM,0,0
T21333,C1009,Bank of Baroda,RuPay,16-04-2025 04:27,11902.02,Travel,Lucknow,ATM,0,0
T21334,C1109,ICICI,Visa,02-06-2026 01:09,12975.64,Electronics,Chandigarh,Desktop,0,0
T21335,C1204,Axis,Visa,24-09-2025 21:28,48208.25,Electronics,Lucknow,ATM,0,0
T21336,C1118,Axis,Visa,20-05-2026 02:39,40908.52,Travel,Jaipur,POS,0,0
T21337,C1112,Canara Bank,MasterCard,19-10-2025 07:10,18492.92,Grocery,Visakhapatnam,POS,0,0
T21338,C1389,Bank of Baroda,MasterCard,10-04-2026 11:14,9257.64,Grocery,Hyderabad,POS,0,0
T21339,C1015,SBI,MasterCard,11-03-2026 04:55,16042.11,Fuel,Chennai,ATM,0,0
T21340,C1078,SBI,Visa,29-04-2025 17:01,38130.29,Clothing,Bangalore,POS,0,0
T21341,C1064,SBI,Visa,29-06-2025 04:01,42231.35,Ride Sharing,Hyderabad,ATM,0,0
T21342,C1326,Axis,MasterCard,04-11-2025 04:27,16662.05,Fuel,Indore,Mobile,0,0
T21343,C1388,Kotak,MasterCard,08-04-2026 08:34,43264.52,Travel,Chennai,Mobile,0,0
T21344,C1324,Kotak,Visa,11-01-2026 00:20,10625.27,Grocery,Bangalore,ATM,0,0
T21345,C1360,Kotak,RuPay,01-09-2025 08:04,39389.34,Electronics,Indore,Mobile,0,0
T21346,C1370,Bank of Baroda,Visa,01-06-2026 12:18,13607,Clothing,Chandigarh,POS,0,0
T21347,C1277,SBI,Visa,05-12-2025 17:36,15292.94,Online Shopping,Mumbai,ATM,0,0
T21348,C1453,PNB,RuPay,18-04-2025 13:49,29679.71,Online Shopping,Nagpur,Mobile,0,0
T21349,C1222,ICICI,RuPay,27-03-2025 09:29,41389.19,Pharmacy,Chandigarh,Mobile,0,0
T21350,C1483,PNB,MasterCard,04-06-2026 10:41,44696.18,Ride Sharing,Indore,Mobile,0,0
T21351,C1414,Axis,RuPay,16-02-2026 23:22,30893.34,Grocery,Indore,ATM,0,0
T21352,C1167,ICICI,MasterCard,11-06-2026 05:01,34154.52,Entertainment,Pune,POS,0,0
T21353,C1385,Bank of Baroda,RuPay,28-10-2025 12:54,20956.19,Restaurant,Mumbai,POS,0,0
T21354,C1330,Bank of Baroda,RuPay,07-06-2026 13:55,17269.34,Online Shopping,Mumbai,Desktop,0,0
T21355,C1130,Canara Bank,MasterCard,27-07-2025 17:33,14245.65,Grocery,Bhubaneswar,POS,0,0
T21356,C1304,PNB,RuPay,19-11-2025 02:55,18286.8,Entertainment,Kolkata,Mobile,0,0
T21357,C1141,HDFC,RuPay,23-04-2026 08:39,5693.89,Travel,Kolkata,ATM,0,0
T21358,C1046,SBI,Visa,12-12-2025 20:25,15483.25,ATM Withdrawal,Delhi,ATM,0,0
T21359,C1489,HDFC,MasterCard,10-06-2026 13:07,45688.48,Restaurant,Visakhapatnam,POS,0,0
T21360,C1469,Bank of Baroda,MasterCard,13-10-2025 02:26,38535.89,Pharmacy,Surat,Desktop,0,0
T21361,C1133,ICICI,Visa,02-05-2025 21:29,13756.55,ATM Withdrawal,Bhubaneswar,ATM,0,0
T21362,C1424,Canara Bank,MasterCard,08-08-2025 18:48,123.21,Grocery,Patna,Desktop,0,0
T21363,C1149,Kotak,MasterCard,28-02-2026 09:37,26069.77,Ride Sharing,Surat,Mobile,0,0
T21364,C1488,Bank of Baroda,MasterCard,04-09-2025 15:20,5135.82,Travel,Hyderabad,Desktop,0,0
T21365,C1454,SBI,Visa,31-01-2026 05:28,40236.17,Entertainment,Kolkata,ATM,0,0
T21366,C1276,Canara Bank,Visa,19-01-2025 15:32,23493.41,Pharmacy,Pune,ATM,0,0
T21367,C1188,HDFC,RuPay,30-04-2025 01:44,46602.58,Travel,Mumbai,ATM,0,0
T21368,C1230,Axis,MasterCard,06-07-2026 05:09,8446.39,Clothing,Delhi,Mobile,0,0
T21369,C1477,Kotak,MasterCard,10-10-2025 11:03,38661.4,Entertainment,Bangalore,ATM,0,0
T21370,C1373,PNB,RuPay,17-04-2025 02:41,16954.36,Online Shopping,Indore,POS,0,0
T21371,C1119,HDFC,Visa,08-10-2025 03:13,35820.2,Entertainment,Delhi,Mobile,0,0
T21372,C1190,Bank of Baroda,MasterCard,04-05-2025 22:17,14142.37,Entertainment,Patna,ATM,0,0
T21373,C1262,PNB,Visa,09-01-2025 10:33,40714.39,Restaurant,Nagpur,POS,0,0
T21374,C1293,HDFC,Visa,07-04-2025 15:26,90916.23,Entertainment,International,ATM,1,1
T21375,C1347,HDFC,RuPay,31-07-2025 12:31,21539.18,Fuel,Kolkata,POS,0,0
T21376,C1017,Canara Bank,Visa,28-06-2026 17:16,18560.88,Fuel,Chandigarh,ATM,0,0
T21377,C1356,Axis,MasterCard,07-02-2025 01:35,15267.6,Clothing,Indore,Mobile,0,0
T21378,C1318,ICICI,Visa,14-06-2025 06:43,16405.13,Electronics,Pune,POS,0,0
T21379,C1204,HDFC,Visa,15-07-2025 04:47,44472.18,Grocery,Bhubaneswar,POS,0,0
T21380,C1311,SBI,MasterCard,25-03-2026 18:39,40408.73,Fuel,Mumbai,Mobile,0,0
T21381,C1222,Axis,MasterCard,29-10-2025 01:13,36800.93,Electronics,Patna,Desktop,0,0
T21382,C1186,Canara Bank,MasterCard,01-12-2025 17:53,3564.98,Food Delivery,Visakhapatnam,POS,0,0
T21383,C1417,Axis,RuPay,11-08-2025 06:47,24745.22,Fuel,Bhubaneswar,Desktop,0,0
T21384,C1064,Kotak,MasterCard,11-05-2025 01:02,46379.39,Entertainment,Indore,Mobile,0,0
T21385,C1345,Bank of Baroda,Visa,16-03-2025 07:37,42152.19,ATM Withdrawal,International,Mobile,1,1
T21386,C1289,PNB,RuPay,17-03-2026 13:58,6925.68,ATM Withdrawal,Mumbai,ATM,0,0
T21387,C1353,Bank of Baroda,MasterCard,24-05-2026 10:14,16953.87,Electronics,Jaipur,Desktop,0,0
T21388,C1204,Axis,MasterCard,21-07-2025 18:10,35374.98,Online Shopping,Ahmedabad,POS,0,0
T21389,C1361,Axis,Visa,18-01-2025 04:11,10272.37,Online Shopping,Delhi,Desktop,0,0
T21390,C1135,ICICI,Visa,15-10-2025 11:06,41450.73,Travel,Singapore,Mobile,1,1
T21391,C1317,Axis,MasterCard,11-05-2025 13:21,11767.86,Electronics,Lucknow,POS,0,0
T21392,C1495,ICICI,Visa,01-09-2025 11:44,12719.24,Food Delivery,Lucknow,Mobile,0,0
T21393,C1259,Axis,MasterCard,19-06-2025 17:04,47405.53,Online Shopping,Bangalore,Desktop,0,0
T21394,C1338,Bank of Baroda,Visa,15-11-2025 12:41,45416.38,Fuel,Visakhapatnam,Desktop,0,0
T21395,C1110,Kotak,Visa,07-01-2026 19:31,46561.55,Electronics,Bhubaneswar,Mobile,0,0
T21396,C1258,ICICI,RuPay,18-04-2026 20:10,49879.14,Food Delivery,Lucknow,ATM,0,0
T21397,C1495,PNB,Visa,27-12-2025 04:07,25640.5,Clothing,Visakhapatnam,Desktop,0,0
T21398,C1400,HDFC,Visa,25-06-2025 22:05,11922.01,Entertainment,Hyderabad,POS,0,0
T21399,C1032,Axis,MasterCard,08-06-2025 08:33,42896.27,Ride Sharing,Nagpur,Mobile,0,0
T21400,C1279,Canara Bank,MasterCard,06-01-2026 08:30,20231.8,ATM Withdrawal,Ahmedabad,POS,0,0
T21401,C1222,ICICI,MasterCard,20-01-2026 05:47,74528.77,Ride Sharing,Dubai,Desktop,1,1
T21402,C1478,HDFC,RuPay,16-06-2025 05:28,10139.47,Electronics,Mumbai,Desktop,0,0
T21403,C1414,PNB,MasterCard,04-09-2025 16:33,18855.49,Online Shopping,Ahmedabad,POS,0,0
T21404,C1232,Canara Bank,MasterCard,23-01-2026 21:19,38308.38,ATM Withdrawal,Bangalore,Desktop,0,0
T21405,C1044,Kotak,RuPay,10-04-2025 16:39,37285.46,Entertainment,Lucknow,ATM,0,0
T21406,C1196,Kotak,Visa,15-10-2025 14:22,47165.45,Clothing,Ahmedabad,ATM,0,0
T21407,C1478,SBI,MasterCard,18-01-2025 02:16,7747.6,Electronics,Chandigarh,Desktop,0,0
T21408,C1345,Canara Bank,MasterCard,07-07-2026 15:24,29817.67,Travel,Chandigarh,Mobile,0,0
T21409,C1078,HDFC,Visa,31-03-2026 18:11,17101.75,Pharmacy,Delhi,POS,0,0
T21410,C1213,Bank of Baroda,RuPay,07-04-2026 13:01,43712.23,Online Shopping,Nagpur,POS,0,0
T21411,C1118,HDFC,RuPay,05-12-2025 04:58,14369.41,Online Shopping,Pune,ATM,0,0
T21412,C1497,Bank of Baroda,RuPay,03-07-2025 20:00,19298.59,Clothing,Chandigarh,ATM,0,0
T21413,C1241,Axis,RuPay,17-10-2025 20:41,11302.88,Entertainment,Ahmedabad,Mobile,0,0
T21414,C1176,Kotak,RuPay,13-12-2025 22:14,8703.03,Electronics,Bangalore,ATM,0,0
T21415,C1474,PNB,RuPay,28-08-2025 00:17,30694.43,Restaurant,Chandigarh,ATM,0,0
T21416,C1278,PNB,RuPay,17-11-2025 07:34,21236.64,Clothing,Bhubaneswar,ATM,0,0
T21417,C1006,Canara Bank,MasterCard,19-12-2025 20:01,20255.09,Fuel,Indore,POS,0,0
T21418,C1255,Canara Bank,RuPay,27-02-2025 09:42,33450.39,ATM Withdrawal,Visakhapatnam,ATM,0,0
T21419,C1356,Bank of Baroda,MasterCard,05-06-2025 21:02,462.74,Online Shopping,Ahmedabad,ATM,0,0
T21420,C1441,SBI,MasterCard,07-09-2025 15:33,12190.59,Online Shopping,Ahmedabad,ATM,0,0
T21421,C1272,Kotak,MasterCard,01-12-2025 17:13,6620.48,Online Shopping,Kolkata,Desktop,0,0
T21422,C1411,ICICI,MasterCard,08-09-2025 09:13,16321.58,Ride Sharing,Bangalore,Desktop,0,0
T21423,C1263,Axis,MasterCard,09-02-2025 04:12,4424.16,Ride Sharing,Visakhapatnam,POS,0,0
T21424,C1160,Axis,MasterCard,11-04-2025 21:55,19305.29,Fuel,Bangalore,Desktop,0,0
T21425,C1323,SBI,RuPay,18-07-2025 14:51,15241.23,ATM Withdrawal,Pune,POS,0,0
T21426,C1328,SBI,Visa,15-01-2026 05:50,16509.81,Online Shopping,Surat,POS,0,0
T21427,C1175,PNB,RuPay,01-02-2026 08:09,41823.36,Grocery,Mumbai,POS,0,0
T21428,C1036,Canara Bank,MasterCard,05-03-2025 23:35,25004.48,Travel,Bangalore,Mobile,0,0
T21429,C1119,Kotak,Visa,28-06-2025 13:38,20341.58,Fuel,Visakhapatnam,Desktop,0,0
T21430,C1014,HDFC,MasterCard,25-11-2025 10:20,19283.22,Ride Sharing,Surat,ATM,0,0
T21431,C1145,SBI,Visa,13-04-2025 08:24,25048.86,Electronics,Mumbai,POS,0,0
T21432,C1148,Kotak,RuPay,27-02-2025 13:36,28482.13,Clothing,Lucknow,Desktop,0,0
T21433,C1000,Axis,MasterCard,31-05-2025 23:17,5501.37,Entertainment,Indore,Desktop,0,0
T21434,C1328,Axis,Visa,18-05-2025 07:47,22252.33,ATM Withdrawal,Visakhapatnam,Mobile,0,0
T21435,C1260,Bank of Baroda,Visa,28-11-2025 13:02,17603.31,Entertainment,Indore,ATM,0,0
T21436,C1368,HDFC,MasterCard,24-08-2025 02:22,29903.35,Fuel,Chennai,POS,0,0
T21437,C1120,HDFC,MasterCard,23-11-2025 04:57,42669.73,Food Delivery,Kolkata,Mobile,0,0
T21438,C1310,Bank of Baroda,RuPay,27-01-2025 09:58,17066.69,Restaurant,Pune,Mobile,0,0
T21439,C1348,ICICI,Visa,04-01-2026 14:06,39487.16,Online Shopping,Patna,POS,0,0
T21440,C1467,HDFC,MasterCard,06-01-2026 18:47,2855.61,Clothing,Mumbai,POS,0,0
T21441,C1310,Kotak,MasterCard,05-05-2026 17:05,31030.52,Electronics,Bangalore,ATM,0,0
T21442,C1347,Axis,RuPay,18-03-2025 00:59,20275.53,Fuel,Ahmedabad,POS,0,0
T21443,C1369,Axis,Visa,22-02-2026 10:20,113580.54,Fuel,Singapore,Desktop,1,1
T21444,C1012,ICICI,Visa,23-02-2025 19:16,45714.22,Clothing,Delhi,Desktop,0,0
T21445,C1126,Axis,RuPay,01-08-2025 13:24,40057.24,Online Shopping,Chennai,POS,0,0
T21446,C1124,Axis,MasterCard,14-04-2025 08:52,42566.15,Restaurant,Indore,Desktop,0,0
T21447,C1486,Axis,Visa,28-09-2025 07:52,12914.39,ATM Withdrawal,Pune,Desktop,0,0
T21448,C1392,SBI,Visa,03-08-2025 14:04,9310.14,Food Delivery,Nagpur,Mobile,0,0
T21449,C1294,ICICI,Visa,11-04-2025 14:47,29255.37,Clothing,Pune,Desktop,0,0
T21450,C1403,ICICI,RuPay,17-05-2026 18:37,47828.84,Ride Sharing,Delhi,POS,0,0
T21451,C1460,Canara Bank,RuPay,02-08-2025 00:49,27030.3,Fuel,Nagpur,ATM,0,0
T21452,C1452,HDFC,MasterCard,08-04-2025 06:40,36849.92,Ride Sharing,Pune,ATM,0,0
T21453,C1410,Axis,MasterCard,01-12-2025 05:32,41581.59,Food Delivery,Jaipur,Mobile,0,0
T21454,C1112,ICICI,Visa,15-02-2025 12:51,24523.19,Travel,Indore,ATM,0,0
T21455,C1387,SBI,MasterCard,06-05-2026 21:09,35056.23,ATM Withdrawal,Hyderabad,POS,0,0
T21456,C1244,HDFC,MasterCard,22-09-2025 06:59,21918.73,Travel,Hyderabad,ATM,0,0
T21457,C1085,PNB,MasterCard,30-11-2025 08:35,25282.77,Entertainment,Hyderabad,Desktop,0,0
T21458,C1043,SBI,RuPay,20-03-2025 14:34,17790.91,Online Shopping,Patna,ATM,0,0
T21459,C1042,ICICI,Visa,06-03-2026 12:55,30138.33,Fuel,Chennai,ATM,0,0
T21460,C1458,Axis,Visa,10-05-2025 07:41,13972.2,Travel,Bhubaneswar,POS,0,0
T21461,C1419,PNB,RuPay,24-11-2025 04:51,29149.98,Ride Sharing,Ahmedabad,Mobile,0,0
T21462,C1383,Canara Bank,RuPay,05-03-2025 22:42,44483.6,Food Delivery,Chennai,Desktop,0,0
T21463,C1143,Bank of Baroda,Visa,08-03-2025 03:28,3012.41,Food Delivery,Mumbai,POS,0,0
T21464,C1135,PNB,Visa,23-03-2025 01:42,40365.63,Grocery,Nagpur,Mobile,0,0
T21465,C1393,ICICI,RuPay,29-01-2026 07:04,25342.31,Restaurant,Nagpur,Mobile,0,0
